SalesOrderNumber,SalesOrderLineNumber,OrderDate,CustomerID,Item,Quantity,UnitPrice,TaxAmount
SO20375,3,2024-07-23,CUST2756,Pruning Shears,7,307.9,107.76
SO20376,3,2025-02-28,CUST1192,Doll,8,31.13,12.45
SO20377,2,2025-01-07,CUST2406,Pruning Shears,9,307.9,138.56
SO20378,1,2024-11-21,CUST2726,Vacuum Cleaner,9,111.58,50.21
SO20379,3,2024-12-19,CUST2527,Blender,4,265.85,53.17
SO20380,1,2025-05-24,CUST2422,Wireless Earbuds,2,1043.5,104.35
SO20381,4,2024-08-05,CUST2741,GPS Navigator,8,379.55,151.82
SO20382,3,2025-04-21,CUST1975,Lipstick,1,132.35,6.62
SO20383,1,2024-11-05,CUST1303,Coffee Maker,2,493.13,49.31
SO20384,3,2024-10-21,CUST1748,Moisturizer,5,145.13,36.28
SO20385,2,2024-08-30,CUST1137,Dash Cam,6,330.24,99.07
SO20386,4,2024-09-01,CUST1227,Dash Cam,9,330.24,148.61
SO20387,1,2025-04-02,CUST2654,Garden Hose,7,137.73,48.21
SO20388,3,2024-09-28,CUST1876,Pruning Shears,6,307.9,92.37
SO20389,3,2024-11-01,CUST2447,Running Shoes,6,37.97,11.39
SO20390,4,2024-08-28,CUST1844,Thermometer,6,245.46,73.64
SO20391,2,2025-02-11,CUST1090,Lawn Mower,2,312.5,31.25
SO20392,4,2024-11-18,CUST2314,Pruning Shears,3,307.9,46.18
SO20393,2,2024-07-08,CUST1298,Car Vacuum,2,98.41,9.84
SO20394,1,2025-02-07,CUST2699,Hand Sanitizer,4,67.13,13.43
SO20395,1,2025-04-29,CUST1774,Moisturizer,2,145.13,14.51
SO20396,4,2024-12-16,CUST1747,Coffee Maker,2,493.13,49.31
SO20397,3,2025-01-23,CUST1440,Building Blocks,3,58.63,8.79
SO20398,3,2025-04-27,CUST2130,Remote Car,9,6.8,3.06
SO20399,4,2025-02-21,CUST2218,Foundation,6,135.88,40.76
SO20400,4,2024-10-03,CUST2796,Car Vacuum,6,98.41,29.52
SO20401,2,2024-11-21,CUST2903,Doll,5,31.13,7.78
SO20402,3,2025-04-10,CUST2298,Jeans,1,102.22,5.11
SO20403,2,2025-02-16,CUST2686,Microwave,2,306.02,30.6
SO20404,1,2024-08-30,CUST1941,T-Shirt,2,74.96,7.5
SO20405,1,2024-09-25,CUST1186,Car Vacuum,1,98.41,4.92
SO20406,1,2024-05-30,CUST1587,Smartphone,1,893.23,44.66
SO20407,4,2025-04-12,CUST2281,Building Blocks,9,58.63,26.38
SO20408,4,2024-09-20,CUST1023,Jeans,1,102.22,5.11
SO20409,2,2025-02-23,CUST2861,Yoga Mat,7,127.99,44.8
SO20410,2,2024-10-03,CUST2658,Sunglasses,2,101.72,10.17
SO20411,3,2025-05-18,CUST1436,Mystery Novel,6,54.28,16.28
SO20412,4,2025-05-04,CUST2994,Biography,9,46.3,20.84
SO20413,2,2025-03-18,CUST1359,Blood Pressure Monitor,9,172.01,77.4
SO20414,4,2024-09-22,CUST2314,Basketball,2,252.86,25.29
SO20415,1,2025-02-05,CUST1577,Running Shoes,2,37.97,3.8
SO20416,2,2024-07-11,CUST1697,Cookbook,1,42.12,2.11
SO20417,2,2024-08-22,CUST1850,Blood Pressure Monitor,1,172.01,8.6
SO20418,2,2025-05-10,CUST1056,Microwave,8,306.02,122.41
SO20419,4,2025-01-03,CUST2689,Car Cover,8,380.21,152.08
SO20420,1,2024-06-21,CUST2265,Garden Hose,5,137.73,34.43
SO20421,1,2025-01-16,CUST1171,Biography,6,46.3,13.89
SO20422,4,2024-08-10,CUST2438,Moisturizer,6,145.13,43.54
SO20423,3,2025-03-26,CUST1139,Bluetooth Speaker,1,781.62,39.08
SO20424,4,2024-07-09,CUST2291,Action Figure,1,60.65,3.03
SO20425,4,2025-01-06,CUST1167,Smartphone,8,893.23,357.29
SO20426,2,2025-02-21,CUST2218,Football,1,54.37,2.72
SO20427,1,2024-07-07,CUST2182,Wireless Earbuds,3,1043.5,156.52
SO20428,2,2024-11-17,CUST1542,Biography,1,46.3,2.32
SO20429,4,2024-10-30,CUST1459,Thermometer,9,245.46,110.46
SO20430,3,2025-03-21,CUST1666,Mystery Novel,5,54.28,13.57
SO20431,2,2024-06-18,CUST1254,Jacket,7,178.65,62.53
SO20432,4,2024-07-28,CUST1625,Cookbook,3,42.12,6.32
SO20433,1,2024-07-01,CUST1885,Remote Car,4,6.8,1.36
SO20434,2,2024-08-06,CUST2788,Building Blocks,1,58.63,2.93
SO20435,4,2024-08-24,CUST2171,Garden Hose,1,137.73,6.89
SO20436,4,2024-09-06,CUST1332,Car Cover,1,380.21,19.01
SO20437,2,2024-09-28,CUST2694,Remote Car,9,6.8,3.06
SO20438,2,2024-11-22,CUST1772,Fertilizer,1,77.63,3.88
SO20439,4,2024-09-06,CUST1936,Plant Pots,2,316.61,31.66
SO20440,4,2024-10-17,CUST1835,Running Shoes,1,37.97,1.9
SO20441,1,2025-04-26,CUST2010,Smartphone,6,893.23,267.97
SO20442,4,2024-11-02,CUST1831,Air Purifier,9,471.37,212.12
SO20443,3,2025-02-20,CUST1176,Doll,3,31.13,4.67
SO20444,4,2025-02-03,CUST2367,Cookbook,5,42.12,10.53
SO20445,3,2024-09-20,CUST1863,Football,1,54.37,2.72
SO20446,1,2024-10-17,CUST2472,Jacket,6,178.65,53.6
SO20447,3,2025-04-19,CUST1416,Lawn Mower,3,312.5,46.88
SO20448,4,2025-01-30,CUST2051,Biography,9,46.3,20.84
SO20449,2,2024-12-16,CUST2949,Children's Book,8,6.62,2.65
SO20450,3,2024-07-11,CUST2391,Football,8,54.37,21.75
SO20451,1,2025-03-25,CUST1127,Blender,5,265.85,66.46
SO20452,4,2025-03-10,CUST1269,First Aid Kit,8,102.73,41.09
SO20453,2,2025-01-21,CUST1406,Hand Sanitizer,9,67.13,30.21
SO20454,2,2024-12-02,CUST1045,Remote Car,5,6.8,1.7
SO20455,1,2025-05-06,CUST2555,Biography,5,46.3,11.58
SO20456,2,2024-08-25,CUST2556,Science Textbook,5,16.92,4.23
SO20457,1,2025-05-11,CUST1649,Puzzle,1,53.84,2.69
SO20458,2,2025-05-06,CUST1836,Vitamin Supplements,9,247.52,111.38
SO20459,4,2024-07-15,CUST1189,Running Shoes,2,37.97,3.8
SO20460,4,2024-07-21,CUST1610,Laptop,7,1357.95,475.28
SO20461,1,2024-11-15,CUST1898,Blender,2,265.85,26.59
SO20462,3,2024-09-29,CUST2398,Sunglasses,3,101.72,15.26
SO20463,4,2024-06-22,CUST2397,Biography,3,46.3,6.94
SO20464,2,2024-11-25,CUST1856,Doll,3,31.13,4.67
SO20465,2,2025-04-03,CUST2266,Vacuum Cleaner,6,111.58,33.47
SO20466,4,2024-11-07,CUST1517,Football,2,54.37,5.44
SO20467,1,2024-12-05,CUST1444,Tennis Racket,2,152.03,15.2
SO20468,3,2024-07-24,CUST2669,Jacket,3,178.65,26.8
SO20469,4,2024-09-28,CUST2203,Children's Book,2,6.62,0.66
SO20470,2,2025-05-28,CUST1692,Laptop,1,1357.95,67.9
SO20471,2,2024-11-27,CUST1879,Jeans,9,102.22,46.0
SO20472,1,2024-11-18,CUST2134,Science Textbook,1,16.92,0.85
SO20473,2,2024-11-07,CUST2610,Blood Pressure Monitor,5,172.01,43.0
SO20474,1,2024-08-10,CUST2630,Air Purifier,6,471.37,141.41
SO20475,4,2025-03-16,CUST1495,Hand Sanitizer,1,67.13,3.36
SO20476,3,2025-02-01,CUST1767,Cookbook,8,42.12,16.85
SO20477,1,2024-12-08,CUST1634,Lawn Mower,8,312.5,125.0
SO20478,3,2024-10-20,CUST1467,T-Shirt,7,74.96,26.24
SO20479,1,2024-11-22,CUST2630,Moisturizer,9,145.13,65.31
SO20480,3,2024-08-16,CUST1878,Moisturizer,7,145.13,50.8
SO20481,4,2024-12-11,CUST2729,Puzzle,4,53.84,10.77
SO20482,4,2024-11-14,CUST2668,Pruning Shears,7,307.9,107.76
SO20483,1,2024-08-26,CUST1035,Car Vacuum,3,98.41,14.76
SO20484,1,2024-10-24,CUST2002,Tennis Racket,6,152.03,45.61
SO20485,1,2024-11-30,CUST1650,Fertilizer,6,77.63,23.29
SO20486,3,2024-08-24,CUST1247,Cookbook,4,42.12,8.42
SO20487,3,2024-07-22,CUST1498,Cookbook,7,42.12,14.74
SO20488,3,2024-12-19,CUST1328,Vacuum Cleaner,8,111.58,44.63
SO20489,1,2024-07-25,CUST2233,Running Shoes,3,37.97,5.7
SO20490,3,2024-08-19,CUST1387,Yoga Mat,9,127.99,57.6
SO20491,1,2024-11-17,CUST1300,Jacket,3,178.65,26.8
SO20492,3,2024-12-22,CUST1461,Nail Polish,6,101.32,30.4
SO20493,1,2025-01-06,CUST1602,Lipstick,4,132.35,26.47
SO20494,4,2024-12-30,CUST2894,Running Shorts,4,278.63,55.73
SO20495,4,2025-02-23,CUST1192,First Aid Kit,3,102.73,15.41
SO20496,2,2024-12-25,CUST1084,GPS Navigator,3,379.55,56.93
SO20497,1,2024-09-25,CUST1093,Car Cover,7,380.21,133.07
SO20498,1,2024-09-25,CUST1493,Tire Inflator,2,127.25,12.73
SO20499,1,2024-06-10,CUST1225,Jacket,7,178.65,62.53
SO20500,2,2024-09-08,CUST1278,Tire Inflator,2,127.25,12.73
SO20501,4,2025-03-09,CUST2368,Cookbook,3,42.12,6.32
SO20502,1,2025-04-05,CUST1316,Moisturizer,6,145.13,43.54
SO20503,1,2024-07-14,CUST2887,Hand Sanitizer,5,67.13,16.78
SO20504,1,2024-12-12,CUST2298,Tennis Racket,8,152.03,60.81
SO20505,4,2024-08-06,CUST2445,Building Blocks,2,58.63,5.86
SO20506,3,2024-06-23,CUST1306,Biography,3,46.3,6.94
SO20507,3,2025-05-23,CUST2749,Action Figure,3,60.65,9.1
SO20508,2,2024-06-29,CUST1737,Dash Cam,2,330.24,33.02
SO20509,1,2025-03-22,CUST1316,Car Cover,1,380.21,19.01
SO20510,2,2025-02-20,CUST1266,Plant Pots,2,316.61,31.66
SO20511,3,2025-01-18,CUST2675,Tire Inflator,8,127.25,50.9
SO20512,3,2025-05-12,CUST1491,Smartwatch,6,1166.83,350.05
SO20513,1,2025-05-07,CUST1415,Perfume,5,48.96,12.24
SO20514,4,2024-07-19,CUST1515,Basketball,9,252.86,113.79
SO20515,3,2025-05-23,CUST2835,Garden Hose,6,137.73,41.32
SO20516,3,2024-10-12,CUST2703,Remote Car,7,6.8,2.38
SO20517,2,2024-11-17,CUST2998,Biography,4,46.3,9.26
SO20518,3,2025-01-11,CUST2973,Science Textbook,6,16.92,5.08
SO20519,1,2024-06-18,CUST1859,Vitamin Supplements,3,247.52,37.13
SO20520,1,2024-12-03,CUST1397,Yoga Mat,9,127.99,57.6
SO20521,2,2024-11-29,CUST2521,Moisturizer,9,145.13,65.31
SO20522,1,2024-12-26,CUST2227,Garden Hose,1,137.73,6.89
SO20523,1,2025-04-01,CUST1033,Garden Hose,5,137.73,34.43
SO20524,1,2024-06-23,CUST1940,Science Textbook,3,16.92,2.54
SO20525,3,2025-03-30,CUST1223,Running Shoes,5,37.97,9.49
SO20526,1,2024-06-26,CUST2690,Football,3,54.37,8.16
SO20527,3,2024-08-18,CUST1224,Yoga Mat,8,127.99,51.2
SO20528,1,2024-11-03,CUST2111,Vitamin Supplements,2,247.52,24.75
SO20529,1,2025-04-04,CUST1027,Tennis Racket,6,152.03,45.61
SO20530,4,2025-04-19,CUST1030,Thermometer,4,245.46,49.09
SO20531,3,2024-09-18,CUST1513,Tennis Racket,9,152.03,68.41
SO20532,1,2025-01-12,CUST2160,Building Blocks,4,58.63,11.73
SO20533,4,2024-11-14,CUST2005,Tennis Racket,7,152.03,53.21
SO20534,4,2025-04-15,CUST1148,Jeans,6,102.22,30.67
SO20535,4,2025-01-17,CUST2842,Basketball,9,252.86,113.79
SO20536,3,2025-04-20,CUST2933,Remote Car,7,6.8,2.38
SO20537,3,2024-09-01,CUST1926,Microwave,5,306.02,76.5
SO20538,1,2024-08-12,CUST1564,T-Shirt,6,74.96,22.49
SO20539,4,2025-03-20,CUST2056,Puzzle,9,53.84,24.23
SO20540,2,2025-01-14,CUST1376,Fertilizer,4,77.63,15.53
SO20541,4,2024-11-08,CUST1563,Football,4,54.37,10.87
SO20542,2,2024-09-12,CUST2115,Cookbook,5,42.12,10.53
SO20543,1,2024-06-01,CUST1085,Mystery Novel,9,54.28,24.43
SO20544,4,2025-03-12,CUST1620,Jacket,4,178.65,35.73
SO20545,3,2025-01-12,CUST1144,Jeans,9,102.22,46.0
SO20546,3,2024-10-29,CUST1327,Pruning Shears,3,307.9,46.18
SO20547,2,2025-02-18,CUST2152,Tennis Racket,1,152.03,7.6
SO20548,3,2024-07-03,CUST2393,Sunglasses,3,101.72,15.26
SO20549,4,2025-02-19,CUST1532,Lipstick,6,132.35,39.7
SO20550,1,2025-02-23,CUST2466,Nail Polish,9,101.32,45.59
SO20551,4,2024-09-19,CUST1794,Coffee Maker,9,493.13,221.91
SO20552,3,2024-06-04,CUST2710,Blood Pressure Monitor,9,172.01,77.4
SO20553,4,2024-12-02,CUST2948,Cookbook,2,42.12,4.21
SO20554,3,2024-07-30,CUST2453,Vacuum Cleaner,7,111.58,39.05
SO20555,3,2025-03-07,CUST1947,Air Purifier,6,471.37,141.41
SO20556,1,2025-05-06,CUST2026,Plant Pots,8,316.61,126.64
SO20557,2,2024-10-19,CUST1793,Basketball,6,252.86,75.86
SO20558,3,2025-04-17,CUST2446,Cookbook,6,42.12,12.64
SO20559,2,2024-08-21,CUST2640,Jeans,5,102.22,25.56
SO20560,3,2024-12-01,CUST2458,First Aid Kit,7,102.73,35.96
SO20561,3,2025-04-09,CUST1804,Fertilizer,7,77.63,27.17
SO20562,4,2024-09-04,CUST1176,Sunglasses,6,101.72,30.52
SO20563,1,2025-04-30,CUST1432,Pruning Shears,2,307.9,30.79
SO20564,3,2024-08-22,CUST2910,T-Shirt,8,74.96,29.98
SO20565,4,2025-03-12,CUST1245,Perfume,5,48.96,12.24
SO20566,3,2024-08-31,CUST2764,Action Figure,6,60.65,18.2
SO20567,2,2024-08-25,CUST1828,Foundation,1,135.88,6.79
SO20568,1,2025-05-15,CUST1092,Action Figure,8,60.65,24.26
SO20569,2,2024-11-04,CUST1628,Basketball,7,252.86,88.5
SO20570,3,2024-06-23,CUST1911,Mystery Novel,9,54.28,24.43
SO20571,3,2025-05-20,CUST2492,Blender,1,265.85,13.29
SO20572,2,2025-04-14,CUST1410,Air Purifier,3,471.37,70.71
SO20573,2,2024-06-15,CUST2987,Laptop,8,1357.95,543.18
SO20574,3,2025-03-14,CUST2650,Action Figure,5,60.65,15.16
SO20575,2,2025-04-06,CUST1706,Running Shorts,6,278.63,83.59
SO20576,2,2025-05-19,CUST1709,Car Cover,9,380.21,171.09
SO20577,3,2025-03-27,CUST1033,Vitamin Supplements,9,247.52,111.38
SO20578,4,2024-10-11,CUST1965,Foundation,1,135.88,6.79
SO20579,1,2024-10-20,CUST1340,Laptop,1,1357.95,67.9
SO20580,3,2025-04-14,CUST1971,Smartwatch,7,1166.83,408.39
SO20581,3,2024-07-04,CUST1475,Biography,1,46.3,2.32
SO20582,2,2025-02-08,CUST2356,Lipstick,4,132.35,26.47
SO20583,3,2025-05-24,CUST1076,Hand Sanitizer,5,67.13,16.78
SO20584,1,2024-06-08,CUST2025,T-Shirt,7,74.96,26.24
SO20585,2,2024-10-17,CUST1913,Football,1,54.37,2.72
SO20586,4,2024-11-21,CUST1865,Moisturizer,2,145.13,14.51
SO20587,3,2024-08-09,CUST1918,T-Shirt,6,74.96,22.49
SO20588,1,2025-01-15,CUST2353,Hand Sanitizer,5,67.13,16.78
SO20589,2,2024-10-23,CUST2568,Mystery Novel,9,54.28,24.43
SO20590,2,2024-09-13,CUST2501,Car Cover,6,380.21,114.06
SO20591,2,2024-07-19,CUST2522,Tire Inflator,6,127.25,38.18
SO20592,3,2024-08-30,CUST2053,Air Purifier,4,471.37,94.27
SO20593,3,2025-02-06,CUST1715,Vitamin Supplements,5,247.52,61.88
SO20594,1,2025-01-07,CUST1336,Bluetooth Speaker,8,781.62,312.65
SO20595,4,2024-10-26,CUST2484,Mystery Novel,8,54.28,21.71
SO20596,2,2024-06-08,CUST1650,Running Shoes,1,37.97,1.9
SO20597,3,2025-01-07,CUST1975,T-Shirt,3,74.96,11.24
SO20598,4,2024-10-14,CUST2180,Laptop,4,1357.95,271.59
SO20599,1,2024-12-18,CUST1269,Plant Pots,3,316.61,47.49
SO20600,1,2024-11-19,CUST2159,Biography,7,46.3,16.2
SO20601,1,2025-02-05,CUST1704,Action Figure,7,60.65,21.23
SO20602,1,2025-01-25,CUST2445,Lipstick,2,132.35,13.24
SO20603,3,2025-03-05,CUST1318,Action Figure,4,60.65,12.13
SO20604,1,2024-10-12,CUST2866,Hand Sanitizer,9,67.13,30.21
SO20605,4,2025-05-26,CUST1601,Doll,9,31.13,14.01
SO20606,3,2025-01-29,CUST1807,Nail Polish,7,101.32,35.46
SO20607,1,2024-09-05,CUST2333,Air Purifier,1,471.37,23.57
SO20608,3,2025-05-27,CUST1450,Nail Polish,2,101.32,10.13
SO20609,4,2024-08-08,CUST1215,Remote Car,3,6.8,1.02
SO20610,2,2024-12-13,CUST2627,Children's Book,4,6.62,1.32
SO20611,3,2024-10-09,CUST2315,Coffee Maker,1,493.13,24.66
SO20612,4,2024-09-06,CUST1272,Smartwatch,1,1166.83,58.34
SO20613,2,2025-02-08,CUST2754,Smartphone,8,893.23,357.29
SO20614,2,2024-12-30,CUST1421,Coffee Maker,1,493.13,24.66
SO20615,2,2025-02-16,CUST1233,First Aid Kit,1,102.73,5.14
SO20616,2,2024-09-20,CUST2021,Moisturizer,5,145.13,36.28
SO20617,3,2024-11-18,CUST1995,Perfume,7,48.96,17.14
SO20618,4,2025-02-02,CUST1572,Car Vacuum,3,98.41,14.76
SO20619,1,2024-08-01,CUST1873,Yoga Mat,9,127.99,57.6
SO20620,2,2024-07-19,CUST2500,T-Shirt,5,74.96,18.74
SO20621,2,2025-02-06,CUST2556,Remote Car,8,6.8,2.72
SO20622,3,2024-09-19,CUST1160,Running Shorts,2,278.63,27.86
SO20623,4,2025-05-11,CUST1834,Moisturizer,2,145.13,14.51
SO20624,2,2025-02-28,CUST2636,Jacket,4,178.65,35.73
SO20625,1,2025-04-18,CUST2451,Running Shoes,9,37.97,17.09
SO20626,4,2025-04-22,CUST1018,Air Purifier,6,471.37,141.41
SO20627,4,2024-09-16,CUST2722,Blood Pressure Monitor,6,172.01,51.6
SO20628,4,2025-01-13,CUST2052,Football,5,54.37,13.59
SO20629,3,2025-03-01,CUST2597,Remote Car,2,6.8,0.68
SO20630,4,2025-04-25,CUST2464,GPS Navigator,4,379.55,75.91
SO20631,2,2024-12-04,CUST2735,GPS Navigator,1,379.55,18.98
SO20632,3,2024-12-20,CUST2614,Pruning Shears,5,307.9,76.98
SO20633,4,2024-10-21,CUST1819,Remote Car,6,6.8,2.04
SO20634,4,2025-04-03,CUST1351,Smartwatch,7,1166.83,408.39
SO20635,3,2025-02-23,CUST2903,Plant Pots,2,316.61,31.66
SO20636,4,2024-06-17,CUST1165,Vacuum Cleaner,7,111.58,39.05
SO20637,2,2024-06-13,CUST2090,Moisturizer,5,145.13,36.28
SO20638,1,2024-11-26,CUST1184,Hand Sanitizer,7,67.13,23.5
SO20639,3,2025-02-03,CUST2696,Science Textbook,3,16.92,2.54
SO20640,4,2024-09-12,CUST2312,Car Cover,4,380.21,76.04
SO20641,3,2024-10-07,CUST1900,Moisturizer,4,145.13,29.03
SO20642,1,2024-07-03,CUST1664,Sunglasses,1,101.72,5.09
SO20643,2,2025-04-11,CUST1009,Action Figure,8,60.65,24.26
SO20644,4,2025-05-28,CUST2019,T-Shirt,9,74.96,33.73
SO20645,1,2024-08-23,CUST1266,Laptop,8,1357.95,543.18
SO20646,1,2024-06-25,CUST1264,Puzzle,3,53.84,8.08
SO20647,1,2024-07-16,CUST2963,Children's Book,4,6.62,1.32
SO20648,3,2024-12-02,CUST1647,Fertilizer,8,77.63,31.05
SO20649,3,2024-09-21,CUST2914,Microwave,7,306.02,107.11
SO20650,1,2024-05-28,CUST2491,Laptop,8,1357.95,543.18
SO20651,3,2024-11-03,CUST2089,Tennis Racket,6,152.03,45.61
SO20652,1,2024-10-20,CUST2003,Hand Sanitizer,5,67.13,16.78
SO20653,1,2024-09-10,CUST2509,Moisturizer,5,145.13,36.28
SO20654,2,2024-06-05,CUST1224,Lipstick,7,132.35,46.32
SO20655,3,2024-07-18,CUST1418,Coffee Maker,3,493.13,73.97
SO20656,1,2024-07-18,CUST1293,Basketball,1,252.86,12.64
SO20657,4,2024-06-16,CUST1512,Vitamin Supplements,8,247.52,99.01
SO20658,2,2024-10-26,CUST2229,Car Vacuum,4,98.41,19.68
SO20659,4,2024-08-20,CUST2542,Mystery Novel,1,54.28,2.71
SO20660,4,2025-05-20,CUST2731,Fertilizer,5,77.63,19.41
SO20661,4,2025-01-22,CUST2874,Building Blocks,5,58.63,14.66
SO20662,3,2025-03-29,CUST1624,Lipstick,1,132.35,6.62
SO20663,2,2025-04-19,CUST1755,Microwave,4,306.02,61.2
SO20664,4,2024-09-27,CUST1480,Coffee Maker,1,493.13,24.66
SO20665,2,2024-08-23,CUST2017,Hand Sanitizer,6,67.13,20.14
SO20666,1,2024-11-23,CUST1831,First Aid Kit,4,102.73,20.55
SO20667,2,2025-01-11,CUST1044,Car Cover,5,380.21,95.05
SO20668,4,2025-04-07,CUST2927,Plant Pots,5,316.61,79.15
SO20669,4,2024-06-30,CUST1525,Car Cover,1,380.21,19.01
SO20670,1,2024-12-21,CUST2376,Biography,2,46.3,4.63
SO20671,4,2024-12-22,CUST1713,Blood Pressure Monitor,5,172.01,43.0
SO20672,3,2024-12-23,CUST2740,Nail Polish,5,101.32,25.33
SO20673,3,2024-12-29,CUST2314,Foundation,3,135.88,20.38
SO20674,3,2024-08-14,CUST2617,Vacuum Cleaner,7,111.58,39.05
SO20675,2,2024-07-14,CUST1711,Science Textbook,6,16.92,5.08
SO20676,2,2025-05-10,CUST1669,Jacket,8,178.65,71.46
SO20677,2,2025-01-02,CUST2957,Tire Inflator,4,127.25,25.45
SO20678,1,2025-03-07,CUST2603,Sunglasses,7,101.72,35.6
SO20679,2,2024-09-23,CUST1651,Lawn Mower,6,312.5,93.75
SO20680,4,2025-04-16,CUST1402,Children's Book,9,6.62,2.98
SO20681,1,2024-07-31,CUST1225,Football,5,54.37,13.59
SO20682,3,2024-12-22,CUST1470,Car Vacuum,9,98.41,44.28
SO20683,2,2025-03-18,CUST1307,Building Blocks,4,58.63,11.73
SO20684,2,2024-12-21,CUST2725,Lawn Mower,9,312.5,140.62
SO20685,1,2024-12-14,CUST1323,Car Cover,7,380.21,133.07
SO20686,2,2024-08-18,CUST1522,Pruning Shears,6,307.9,92.37
SO20687,1,2024-12-18,CUST2559,Foundation,5,135.88,33.97
SO20688,1,2025-05-18,CUST1207,GPS Navigator,4,379.55,75.91
SO20689,4,2025-02-24,CUST1169,Vacuum Cleaner,1,111.58,5.58
SO20690,4,2024-10-28,CUST2416,T-Shirt,2,74.96,7.5
SO20691,4,2024-08-25,CUST1656,Hand Sanitizer,1,67.13,3.36
SO20692,4,2025-03-31,CUST1229,Wireless Earbuds,6,1043.5,313.05
SO20693,2,2024-10-27,CUST2401,Mystery Novel,1,54.28,2.71
SO20694,1,2024-12-19,CUST2646,Foundation,7,135.88,47.56
SO20695,4,2024-09-23,CUST2570,Plant Pots,9,316.61,142.47
SO20696,1,2025-03-05,CUST2828,Nail Polish,6,101.32,30.4
SO20697,1,2025-04-13,CUST1421,Bluetooth Speaker,1,781.62,39.08
SO20698,4,2024-10-27,CUST2104,Coffee Maker,1,493.13,24.66
SO20699,4,2024-09-18,CUST1169,Moisturizer,5,145.13,36.28
SO20700,3,2024-09-07,CUST2338,Vitamin Supplements,2,247.52,24.75
SO20701,2,2024-07-31,CUST2209,Blender,8,265.85,106.34
SO20702,2,2025-01-23,CUST2434,Vitamin Supplements,3,247.52,37.13
SO20703,4,2024-10-05,CUST2591,Bluetooth Speaker,2,781.62,78.16
SO20704,3,2024-10-23,CUST2358,Action Figure,4,60.65,12.13
SO20705,4,2025-04-10,CUST1249,Air Purifier,4,471.37,94.27
SO20706,4,2024-08-16,CUST1546,Bluetooth Speaker,5,781.62,195.4
SO20707,3,2025-05-14,CUST2576,Air Purifier,5,471.37,117.84
SO20708,4,2025-02-23,CUST2576,Smartwatch,7,1166.83,408.39
SO20709,4,2024-07-08,CUST2714,Running Shoes,5,37.97,9.49
SO20710,4,2024-12-15,CUST1915,Foundation,4,135.88,27.18
SO20711,4,2025-03-12,CUST2904,Biography,5,46.3,11.58
SO20712,2,2025-04-08,CUST1328,Fertilizer,2,77.63,7.76
SO20713,2,2024-11-03,CUST1006,Children's Book,6,6.62,1.99
SO20714,2,2024-06-09,CUST1312,Laptop,2,1357.95,135.8
SO20715,3,2024-07-18,CUST2371,Vacuum Cleaner,5,111.58,27.9
SO20716,3,2025-05-28,CUST1739,Building Blocks,3,58.63,8.79
SO20717,2,2024-07-06,CUST1698,Action Figure,3,60.65,9.1
SO20718,3,2024-09-15,CUST2065,Car Vacuum,5,98.41,24.6
SO20719,2,2024-07-04,CUST1460,Hand Sanitizer,6,67.13,20.14
SO20720,3,2025-04-16,CUST2913,Smartphone,8,893.23,357.29
SO20721,3,2024-06-09,CUST2535,Basketball,6,252.86,75.86
SO20722,4,2025-03-12,CUST2619,Tire Inflator,8,127.25,50.9
SO20723,3,2024-08-17,CUST1196,Perfume,9,48.96,22.03
SO20724,4,2024-07-02,CUST2824,Garden Hose,8,137.73,55.09
SO20725,4,2024-12-02,CUST1390,Biography,8,46.3,18.52
SO20726,1,2024-06-24,CUST1367,Pruning Shears,8,307.9,123.16
SO20727,1,2024-06-06,CUST2317,Car Cover,8,380.21,152.08
SO20728,1,2024-07-28,CUST1752,Dash Cam,7,330.24,115.58
SO20729,3,2024-08-08,CUST1998,Action Figure,5,60.65,15.16
SO20730,4,2024-06-15,CUST1360,Running Shoes,2,37.97,3.8
SO20731,2,2024-08-01,CUST2654,Yoga Mat,1,127.99,6.4
SO20732,2,2024-07-31,CUST2440,Building Blocks,2,58.63,5.86
SO20733,4,2025-01-29,CUST1516,Garden Hose,2,137.73,13.77
SO20734,2,2025-05-19,CUST2020,Fertilizer,6,77.63,23.29
SO20735,2,2024-11-02,CUST2367,Laptop,5,1357.95,339.49
SO20736,3,2025-02-09,CUST1142,Car Vacuum,6,98.41,29.52
SO20737,1,2024-09-09,CUST1746,Perfume,3,48.96,7.34
SO20738,1,2025-02-10,CUST2760,Coffee Maker,4,493.13,98.63
SO20739,3,2025-02-05,CUST2134,Yoga Mat,6,127.99,38.4
SO20740,1,2024-12-07,CUST1201,Air Purifier,9,471.37,212.12
SO20741,1,2024-07-03,CUST2587,Perfume,8,48.96,19.58
SO20742,2,2025-05-06,CUST1281,Smartwatch,6,1166.83,350.05
SO20743,1,2024-07-03,CUST2355,Perfume,1,48.96,2.45
SO20744,2,2024-05-28,CUST1639,Cookbook,3,42.12,6.32
SO20745,1,2024-12-07,CUST1553,Mystery Novel,6,54.28,16.28
SO20746,2,2025-03-26,CUST2827,Biography,3,46.3,6.94
SO20747,4,2024-12-22,CUST2379,T-Shirt,5,74.96,18.74
SO20748,4,2024-08-17,CUST1530,Plant Pots,4,316.61,63.32
SO20749,1,2024-09-07,CUST2321,Tire Inflator,2,127.25,12.73
SO20750,3,2025-04-14,CUST2251,Coffee Maker,9,493.13,221.91
SO20751,2,2025-02-26,CUST1773,Plant Pots,8,316.61,126.64
